Id,TotalLoan,Gender,Education,MaritalStatus,AgeGroup,HstPaySep15,HstPayAug15,HstPayJul15,HstPayJun15,HstPayMay15,HstPayApr15,BillSep15,BillJun15,BillApr15,PaySep15,PayAug15,PayJul15,PayJun15,PayMay15,PayApr15,DefaultPayment
258,160000,2,2,1,3,-1,-1,-1,-1,0,-1,8015,52572,2210,2453,9880,52572,1546,2210,0,0
259,100000,2,3,1,4,0,0,-2,-2,-2,-2,62170,0,0,0,0,0,0,0,0,0
260,220000,1,1,1,5,2,0,0,0,0,0,210380,169115,162402,10000,9020,6000,5500,6000,5500,1
261,510000,2,1,2,2,0,0,0,0,0,0,78331,103776,36739,40010,20094,5000,5001,25365,65000,0
262,50000,1,2,2,2,0,0,0,0,0,0,49276,27823,28309,1602,1400,3000,3130,1062,6318,0
263,160000,2,1,1,3,-1,-1,-1,-1,2,-1,4473,18941,12652,4664,5969,18941,0,12652,1916,0
264,230000,2,1,2,3,-2,-2,-2,-2,-2,-2,2283,0,338,51315,0,0,299,338,0,0
265,80000,2,1,2,3,-1,-1,-1,-1,-1,-1,10115,188,16872,258,5995,188,1644,16872,4000,0
266,150000,2,2,1,1,-1,-1,-2,-1,-1,-1,6156,316,316,0,0,316,316,316,316,0
267,10000,1,3,2,1,0,0,0,0,0,2,6974,9182,9411,1134,1298,478,847,0,175,0
268,130000,2,3,2,5,0,0,0,0,0,0,89003,49654,27500,4100,3095,1630,561,600,0,1
269,40000,2,1,2,5,0,0,0,0,0,0,34871,34586,35673,1600,1600,1500,1500,1500,1500,0
270,50000,1,2,2,2,3,2,2,0,0,-1,13694,13968,2614,1700,0,426,501,2614,1390,1
271,100000,1,3,2,2,0,0,0,0,0,0,70003,19713,18126,2035,2004,616,2007,1009,2015,0
272,120000,1,1,1,3,-1,2,-1,0,0,0,1082,900,0,0,1350,0,0,0,450,0
273,260000,2,1,2,7,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
274,200000,2,2,2,3,0,0,0,0,0,0,11253,14512,11905,2000,1322,2000,2000,1200,3000,0
275,360000,2,2,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
276,70000,2,2,2,3,0,0,0,0,0,0,68699,30163,15085,4483,12496,3268,3000,3000,2000,0
277,460000,1,1,1,4,2,-1,-1,-1,-1,-1,171,2641,22535,2728,0,2654,0,22545,0,1
278,50000,2,1,2,1,-1,-1,-1,-1,-1,-1,1156,316,316,316,316,316,316,316,316,0
279,50000,1,3,1,3,0,0,0,0,0,0,50859,20046,19703,2007,2199,691,707,703,697,0
280,250000,2,2,1,2,0,0,0,0,0,0,103109,99029,101299,4000,4500,5000,4000,5000,4400,0
281,30000,2,1,2,2,0,0,-1,0,0,-2,1512,1814,0,1000,664,1500,0,0,0,0
282,270000,1,2,1,4,0,0,0,0,-1,-1,127543,69669,43414,10063,5162,10150,44299,43509,31031,0
283,180000,2,3,2,2,0,0,0,0,0,0,163935,122196,70204,7722,6091,3563,3605,3000,3211,0
284,100000,2,1,2,2,0,0,0,0,0,0,53494,52336,56265,4173,3000,2025,5000,3000,3000,0
285,230000,2,3,1,2,0,0,0,0,0,0,195126,94814,98457,5000,5000,5000,5000,4000,5000,0
286,210000,2,1,1,5,-1,-1,-1,-1,-1,-1,110346,20076,586,41986,21874,20076,16171,586,19777,0
287,210000,1,1,2,3,2,0,0,0,0,0,60502,62683,46549,3276,2026,2000,2000,2000,2502,0
288,440000,2,2,1,5,0,0,0,0,0,0,180641,113135,97622,8610,6907,3727,3800,4001,2701,0
289,100000,2,2,2,1,2,0,0,0,0,0,70896,69856,51365,3472,2092,2000,2127,1960,1559,1
290,240000,2,2,1,5,0,0,0,0,0,0,8751,10765,4311,1295,1000,1000,1000,1000,1000,0
291,280000,1,1,2,3,-1,-1,-1,-1,-1,-1,898,898,-339603,898,325,898,325,0,345293,1
292,50000,2,2,2,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
293,30000,1,2,1,4,3,2,2,2,2,2,1700,2182,2566,1100,0,300,0,600,0,0
294,10000,1,2,2,2,0,0,2,0,0,0,7015,9901,10182,3507,0,500,370,393,700,1
295,130000,1,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,1500,0
296,200000,1,1,2,2,0,0,0,0,0,0,194353,133345,133990,9000,7465,4715,4804,5141,5300,0
297,120000,2,2,1,2,-1,-1,-1,-1,-1,-1,1686,1423,1820,657,2319,1423,0,1820,2496,0
298,210000,2,2,1,3,0,0,0,0,0,0,143225,148190,131629,6483,5082,6000,5900,4544,4700,0
299,280000,2,1,1,3,0,0,0,0,0,0,58983,29701,30771,2755,3463,1300,1100,1100,2000,0
300,300000,1,1,2,3,1,-2,-1,0,-1,-1,0,12601,203,0,13001,0,19595,203,0,1
301,100000,1,2,2,3,0,0,0,0,0,0,99209,66926,64513,3490,2332,2314,2365,2497,2305,0
302,440000,2,1,2,3,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,162000,0,0
303,50000,2,3,1,4,0,0,0,0,0,0,49941,12898,14458,2400,1206,1000,1000,1000,1000,0
304,20000,2,1,2,1,0,0,2,0,0,0,11968,15824,12510,2800,0,4000,1700,1000,2000,1
305,200000,2,1,2,2,-1,-1,-1,0,0,0,871,4242,7414,665,960,3908,1014,3500,2880,0
306,110000,2,2,2,1,-2,-2,-2,-2,-2,-2,432,1256,400,3220,5904,0,3000,0,0,0
307,500000,2,2,1,3,-1,-1,-1,-1,-1,-1,10483,8500,0,23962,0,8500,4590,0,0,0
308,300000,2,2,1,2,1,-1,-1,-2,-2,-2,0,0,0,5215,0,0,0,0,0,0
309,30000,1,3,1,6,2,2,2,3,3,4,9720,12841,14514,1200,1200,2000,1500,1500,1500,1
310,60000,2,1,2,2,-1,-1,-1,-1,-1,-1,20847,4889,11736,13809,14583,4889,273,13557,0,0
311,400000,2,2,1,3,-1,0,-1,-1,0,-1,3697,5322,2077,1000,1354,5322,6,2386,9085,0
312,180000,2,2,1,3,0,0,0,0,0,0,143301,127814,132845,7000,5000,5000,4900,5000,5100,0
313,20000,1,1,2,4,0,0,0,2,0,0,10934,10411,14340,3000,3100,0,3000,1500,0,0
314,200000,2,3,1,5,-1,2,2,2,0,0,52439,54723,59983,0,6000,0,5000,2286,3000,1
315,100000,1,1,2,2,0,0,0,0,0,0,55734,28776,6441,1631,1286,200,645,909,200,0
316,60000,1,2,2,1,0,0,0,0,0,0,49507,17277,19346,1970,2000,618,809,2000,616,1
317,110000,2,2,2,3,0,0,0,0,0,0,47819,50894,53652,2200,2500,2000,2100,2500,2200,0
318,260000,2,3,1,6,1,-1,-1,-2,-2,-1,0,452,485,165,526,452,397,485,459,0
319,50000,2,3,1,5,3,2,2,0,0,0,48522,29742,24883,3754,1,1070,1030,863,654,0
320,180000,1,2,2,2,1,-2,-2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
321,110000,1,2,2,2,1,2,2,0,0,0,58362,48647,47969,2500,0,2000,2000,1854,2000,1
322,340000,2,1,2,2,0,0,0,0,0,0,172180,155628,103263,21105,5461,5000,5849,2732,50000,0
323,50000,1,2,2,1,-1,0,0,0,0,0,1399,7476,8085,1070,1500,3666,2477,1306,1000,0
324,230000,2,2,1,2,0,0,0,-2,-1,-1,26361,2100,6173,1710,1100,1000,767,6173,1000,1
325,360000,2,2,2,2,0,0,0,0,0,0,93029,95631,100738,10000,7000,10000,10000,10000,10000,0
326,210000,1,2,2,4,1,-2,-1,0,0,0,0,40555,37056,0,38013,3000,5000,3000,3000,0
327,220000,2,2,1,4,-1,2,2,-1,2,-1,650,950,325,325,0,950,0,325,325,1
328,60000,2,2,1,3,2,2,2,2,2,0,24898,30184,30225,3800,0,3720,0,1300,1291,1
329,340000,1,2,1,6,-2,-1,-1,-2,-2,-2,50396,2190,7416,44665,8321,2190,24599,7416,77195,0
330,150000,1,1,1,4,2,2,2,2,2,2,99855,104975,109428,5200,0,8100,4000,4200,4200,0
331,200000,2,2,1,3,1,-1,2,-1,-1,-1,-179,6773,16893,1000,0,6900,24000,17000,2500,1
332,130000,2,2,2,4,0,0,2,0,0,0,9559,9826,12685,3000,0,500,500,2700,500,1
333,60000,2,1,2,2,1,2,0,0,0,0,10540,11427,31857,0,1483,673,10000,11540,7000,0
334,400000,2,2,1,4,1,-2,-2,-2,-1,-1,0,0,78388,0,0,0,1600,78388,0,0
335,20000,1,1,2,2,0,0,0,0,0,0,20571,19453,18868,1323,1600,830,700,674,376,0
336,190000,2,1,2,2,0,0,0,0,0,0,143464,153538,160361,5795,7408,5645,5753,6370,5865,0
337,260000,2,1,2,2,0,0,0,0,0,0,156882,158114,159108,10000,8000,6000,7000,7000,6000,0
338,140000,2,2,2,2,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0,0,0,0
339,50000,2,2,1,2,0,0,0,0,0,0,46512,30929,29170,1974,4406,1061,1073,1046,1047,1
340,120000,2,1,2,3,-1,-1,0,-1,-1,-1,882,1100,830,6900,5037,1100,1330,3800,2037,0
341,240000,2,2,2,2,-2,-2,-2,-2,-2,-2,92,0,0,92,92,0,92,0,1883,0
342,50000,1,2,2,3,0,0,0,0,-1,0,5916,680,978,1212,1200,0,978,0,0,0
343,200000,2,1,2,2,-1,2,-1,-1,-1,2,2393,20183,24248,0,4872,20183,5000,0,1000,0
344,180000,1,1,1,4,0,0,-1,0,0,-1,274731,122295,1005,11000,145000,26000,0,101005,1898,0
345,180000,2,1,2,1,0,0,0,0,0,0,145403,105894,106517,5440,5051,3835,4106,4250,4028,0
346,160000,2,1,2,2,-1,-1,-2,-1,0,0,3097,2303,1654,0,0,5000,5000,1500,13000,0
347,100000,2,2,2,1,-1,-1,-1,0,0,0,1370,3542,3980,4210,4159,1000,1080,2000,1525,0
348,50000,2,2,2,2,0,0,0,0,0,0,47081,45545,41145,3000,2000,2000,2000,2000,2000,1
349,140000,2,2,2,2,0,0,0,0,0,0,138119,139679,142174,6600,6500,5100,5300,6000,5000,0
350,30000,2,2,2,1,0,0,0,0,0,0,17893,20222,19844,1411,1522,621,795,715,1000,1
351,90000,1,1,2,1,0,0,-1,0,0,-1,39128,1940,23101,1541,4200,0,0,23101,3000,0
352,200000,1,1,1,3,1,-2,-1,-1,-2,-1,-14386,-3684,1386,10118,47015,0,4000,100000,10000,0
353,380000,1,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
354,80000,2,2,2,4,0,0,0,0,0,0,77057,51042,19414,3177,2600,3000,1691,695,882,0
355,50000,1,3,1,7,2,2,2,0,0,2,15899,18530,18856,3400,0,1000,1001,634,638,0
356,180000,1,2,1,5,-1,0,0,0,0,0,27679,29981,31127,1481,2000,1100,1200,1500,1500,1
357,240000,2,2,2,1,0,0,0,0,0,0,141315,113133,103360,6349,5834,3870,4000,3825,3520,0
358,380000,1,2,2,3,0,0,0,0,0,0,194314,174675,169121,9010,35000,5000,6000,5000,4400,0
359,110000,2,4,2,1,0,0,0,0,0,0,83755,80631,84462,3000,2900,2900,3000,3500,4000,0
360,260000,1,1,1,3,-1,-1,-1,-1,-1,-1,49657,2351,291,291,51058,35696,34039,291,291,0
361,500000,2,2,2,1,4,3,2,0,0,0,507726,505507,419643,10000,0,14000,16500,16000,19000,1
362,320000,2,2,2,2,0,0,0,0,0,0,71305,72849,74610,2589,2568,2570,2661,2781,2500,0
363,50000,1,2,2,2,4,3,2,0,0,0,45734,44039,25775,0,0,1262,1358,1275,1590,0
364,110000,1,1,1,4,1,-2,-1,0,-1,-1,0,2000,216,0,2066,0,216,216,66,1
365,230000,2,1,2,3,-2,-2,-2,-2,-2,-2,761,665,613,300,399,665,576,613,520,0
366,330000,2,2,1,7,1,-1,-1,-2,-1,-1,-9,0,8676,1529,1507,0,3965,8676,384,0
367,50000,2,2,1,7,0,0,0,0,0,0,47166,23319,24774,3000,2237,975,1000,2000,1039,0
368,10000,1,2,2,1,-1,2,2,2,0,0,2887,2813,2132,0,1500,0,0,150,0,0
369,300000,1,1,1,4,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
370,20000,2,2,1,2,3,2,0,0,0,0,20631,11084,10985,0,1168,384,390,632,616,1
371,180000,1,2,1,3,2,2,-2,-2,-2,-2,83538,0,0,0,0,0,0,0,0,1
372,160000,1,1,2,2,-1,-1,-1,-1,-1,-1,99,8578,21712,2977,15086,9123,13028,29712,50000,0
373,90000,2,1,2,3,0,0,0,2,2,2,34302,42451,48767,1640,9000,0,8000,0,2000,0
374,30000,1,3,3,6,0,0,0,0,0,0,22987,23221,25943,2500,2000,1500,4000,2000,0,0
375,180000,1,1,1,5,0,0,0,0,0,0,173267,106288,178719,8100,5299,3305,5040,160719,7000,0
376,30000,1,3,1,7,0,0,0,0,0,0,19143,21495,22437,1640,1700,915,800,1000,1961,0
377,30000,1,2,1,4,1,2,0,0,0,2,20518,21509,24242,0,1342,946,4200,0,1000,0
378,140000,2,1,2,2,-1,0,0,-1,-1,-1,10833,4991,3745,14000,3855,4991,3600,5500,4000,0
379,210000,1,1,2,2,0,0,0,0,0,0,69937,44584,49888,3500,3000,2000,4000,3000,10000,0
380,50000,1,2,2,2,0,0,0,0,0,0,20526,9577,12487,2000,3000,327,3000,3000,5000,1
381,130000,2,2,2,2,0,0,0,0,0,0,89055,72367,75355,4200,2575,2600,2674,2701,5750,0
382,50000,2,2,1,3,2,2,2,0,0,0,1894,3559,2415,1500,400,200,500,500,400,1
383,140000,1,3,1,3,0,0,0,0,0,0,100594,90859,88450,3000,30000,4000,4000,3400,3300,0
384,170000,2,2,2,2,-1,0,0,2,0,0,2948,5464,5889,1105,1903,0,296,500,95,1
385,80000,1,2,2,1,0,0,0,0,0,-2,22619,25280,0,10010,1209,579,0,0,6305,0
386,410000,2,4,1,4,0,0,0,0,0,0,338106,240865,240176,15000,14000,9000,8500,9000,8300,0
387,80000,2,1,2,2,1,-1,-1,-2,-2,-2,0,0,0,80000,0,0,0,0,0,0
388,80000,1,3,1,9,-1,0,0,2,2,2,63144,70646,75018,3500,4330,3500,3500,3500,5100,1
389,150000,1,2,1,4,0,0,0,0,0,0,153249,159653,157759,7900,6500,5700,5700,5700,5334,0
390,260000,1,1,1,2,-1,-1,-1,0,0,-1,1131,291,291,291,582,0,0,130291,651,1
391,350000,1,1,1,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
392,280000,2,2,1,4,1,-1,0,0,0,0,-1312,37154,33316,38621,2000,1130,922,1011,5000,1
393,310000,1,2,1,4,0,0,0,0,0,0,103797,76218,71620,4400,4013,3011,3000,3001,2653,0
394,140000,2,2,2,2,0,0,0,0,0,0,20110,19996,21085,3000,3000,3000,3500,2000,2000,0
395,360000,1,1,1,6,-1,-1,-1,-2,-2,-2,38000,0,0,25000,0,0,0,0,0,0
396,140000,2,1,2,2,0,0,0,0,0,0,142428,142590,142620,10000,10000,6000,6000,6000,5600,0
397,100000,1,1,2,3,0,0,0,0,0,0,40810,43011,28947,2502,1200,860,0,579,0,0
398,50000,2,2,2,1,-2,-2,-2,-2,-2,-2,0,848,632,0,0,848,0,632,0,0
399,210000,2,2,1,2,0,0,0,0,0,0,104701,91143,74125,4002,5000,3500,3000,2700,5000,0
400,120000,2,2,2,1,2,2,2,2,2,2,120298,116313,117167,4007,0,8272,5000,0,4400,0
401,240000,1,1,2,2,0,0,0,0,0,-1,156362,65372,184922,5233,3289,2072,3018,184922,6100,0
402,60000,2,3,3,4,0,0,0,0,0,0,41322,28665,29064,1488,1394,962,1500,2541,2000,0
403,150000,1,1,2,4,-1,-1,-1,-1,-1,2,1464,0,822,2091,384,0,2344,0,472,1
404,30000,1,2,1,5,0,0,0,0,0,0,27879,25142,26179,1774,1710,1046,1079,1089,2244,0
405,160000,2,1,2,2,2,2,2,2,2,2,160432,166893,153800,7500,0,11558,5800,0,5654,1
406,200000,1,1,1,6,-2,-2,-2,-2,-2,-2,3858,0,82150,2690,3487,0,0,85900,396,0
407,120000,2,2,1,1,0,0,0,-2,-2,-2,26476,0,0,6000,0,0,0,0,0,0
408,500000,1,1,1,3,1,2,0,0,0,0,507062,376657,303510,325,15296,12137,12312,14113,10526,0
409,320000,2,1,2,2,0,0,0,0,0,0,55607,61565,66541,11404,8232,10450,9697,16477,11341,0
410,280000,1,1,2,2,0,0,0,0,0,0,168382,182672,167983,10000,8000,6371,6217,5947,6288,0
411,60000,2,1,2,1,1,2,2,2,2,2,29332,31601,32965,0,2709,1600,1400,1300,1200,1
412,200000,2,1,1,3,-1,-1,-2,-1,-1,-2,190,367,-150,0,0,367,150,0,0,0
413,230000,2,1,1,2,1,-2,-1,-1,-1,-1,0,4595,3404,0,2809,4606,792,3404,0,0
414,230000,2,2,2,2,1,2,0,0,0,0,13668,10596,5068,0,1064,423,313,1000,4641,1
415,480000,2,3,1,4,-2,-2,-2,-2,-2,-2,14867,9033,22593,26734,199982,9033,19371,22593,2000,0
416,50000,2,3,1,3,-1,-1,-1,-2,-2,-2,22500,0,0,5000,0,0,0,0,640,0
417,200000,2,1,2,2,-2,-2,-2,-2,-2,-2,7184,0,160,17507,1102,0,0,160,1103,0
418,50000,2,1,2,2,0,0,0,0,0,2,14811,17895,18990,2000,1600,1200,2000,0,1000,0
419,50000,1,2,1,5,0,0,0,0,0,0,44338,18753,19548,3629,3332,2000,2000,2000,2500,0
420,260000,2,1,2,3,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
421,30000,1,1,2,1,2,0,0,0,0,2,25265,27959,29371,1500,1800,1007,2500,0,1800,0
422,440000,2,1,2,2,0,0,0,0,0,0,169661,156977,151936,8071,9021,7013,6013,6028,6010,0
423,230000,2,2,2,3,-1,-1,-1,-1,-1,-1,10237,371,0,2795,1350,371,2980,0,2213,0
424,200000,1,2,1,3,2,2,2,0,0,0,104978,97090,105253,4500,0,3500,3500,9000,0,1
425,490000,2,2,1,2,0,0,0,0,0,0,192586,205798,190306,10000,7143,7306,6303,6429,6000,0
426,80000,2,2,1,2,-1,-1,-2,-2,-2,-2,11262,0,0,0,0,0,0,0,0,0
427,20000,2,3,2,5,2,2,2,2,0,0,9551,12583,16414,3000,1500,0,3123,1500,1000,1
428,170000,2,1,2,2,-1,-1,-1,-1,0,-1,199,398,199,199,199,398,0,199,398,1
429,70000,1,1,2,2,0,0,0,0,0,0,70119,29401,29795,3600,1646,600,28468,1327,1000,0
430,210000,2,2,2,3,0,0,0,0,0,0,212601,117766,66167,6000,4500,5000,3000,3000,3000,0
431,90000,2,2,2,1,0,0,0,0,0,0,91894,74424,77648,3200,3300,3000,3001,3000,3100,0
432,390000,2,1,2,2,0,0,0,0,0,0,304867,292869,281826,13007,10612,10041,11000,10512,7000,1
433,110000,2,1,2,2,0,0,0,0,0,0,48123,50990,53206,2500,2500,2000,2000,2057,2500,0
434,580000,2,1,1,3,0,0,0,0,0,0,159760,169365,167964,6422,6565,5951,6006,5894,5946,0
435,360000,1,3,1,6,0,0,-1,-1,-1,-2,9210,1770,0,6015,17454,1775,0,0,0,0
436,270000,2,2,1,2,1,2,2,2,2,2,234752,217644,221413,10000,8000,0,16000,8000,0,1
437,60000,2,1,2,2,-1,-1,-2,-1,2,-1,14072,300,150,0,0,300,0,150,200,0
438,110000,1,3,1,3,0,0,0,0,0,0,61807,60605,60145,2300,2200,2300,2200,2300,2300,0
439,50000,2,1,1,1,0,0,0,0,0,0,51044,44982,20859,2500,3008,1000,761,800,704,0
440,80000,2,1,2,1,0,0,0,0,0,0,77024,37642,47110,3212,1600,956,40000,1800,1700,1
441,50000,1,2,2,1,-1,-1,-1,-1,0,0,350,1695,12584,350,400,1695,11300,485,2400,0
442,100000,1,1,2,2,0,0,0,0,2,2,83831,91451,89522,4000,4037,6500,3500,0,3200,0
443,30000,2,1,2,1,1,-2,-1,-1,-1,-1,0,0,2995,0,945,0,197,2995,0,0
444,200000,2,1,2,2,0,0,0,0,0,0,122923,114881,124793,5704,5930,4000,4003,10033,4400,0
445,240000,1,1,2,4,0,0,0,0,0,0,246135,200643,198857,12026,9010,7400,8000,8000,7000,1
446,220000,1,2,2,3,0,0,0,0,0,0,37304,24875,15602,1600,1500,1100,1000,600,500,0
447,160000,2,1,2,2,0,0,0,0,0,0,146433,90983,83988,4500,4400,3000,2400,2500,2500,0
448,180000,2,1,1,6,-1,-1,-1,0,0,-1,46122,5400,1599,1260,29366,54,0,1599,0,0
449,200000,1,4,1,4,0,0,0,0,0,0,38564,30384,0,5000,1485,1956,1500,0,2102,0
450,140000,2,3,1,2,0,0,0,2,0,0,96304,65000,58880,4505,12906,0,2210,2300,5200,0
451,380000,1,1,1,6,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
452,600000,1,1,1,6,2,2,0,0,0,0,467150,447130,434715,0,18000,16000,16000,21000,20000,1
453,260000,1,2,2,3,0,0,0,-1,0,0,255691,122388,131074,14000,5022,130000,7000,6000,6000,0
454,200000,2,1,2,1,0,0,-2,-2,-2,-2,156786,1443,871,179,1443,1443,1443,871,2015,0
455,80000,1,2,2,4,0,0,0,0,0,0,78129,49340,48443,2500,51432,1800,1800,1800,1700,0
456,40000,1,2,2,4,0,0,0,0,0,-1,40034,15031,5315,2027,1207,301,212,5315,4987,0
457,130000,1,3,2,4,1,2,2,2,2,2,71034,72383,75820,0,6000,0,6000,0,6000,0
458,50000,1,1,2,2,-1,0,0,0,0,-2,23974,25775,0,1800,1900,1300,0,0,0,0
459,230000,2,2,1,4,-1,-1,-1,-1,-1,-1,819,8162,9130,18163,5654,12887,6985,9130,6554,0
460,70000,1,2,1,5,0,0,0,0,0,-1,50927,17630,6400,2100,1217,500,0,6400,4590,1
461,180000,2,2,1,3,0,0,0,0,0,0,152510,123022,126219,5657,10372,5000,5000,5000,5000,0
462,80000,2,2,1,3,-1,-1,-1,-1,-1,-1,1689,2980,7868,8638,5723,2980,1260,7868,2198,0
463,290000,2,2,2,1,0,0,0,-1,-1,0,20807,3015,1448,80000,3000,3015,23473,1148,4900,0
464,230000,2,1,2,2,0,0,0,0,0,0,30141,99283,96116,120093,8034,3013,4010,5882,3000,0
465,170000,2,3,3,7,1,-2,-1,-1,-2,-1,0,0,150,0,1991,0,0,150,614,0
466,230000,1,1,1,7,-1,0,0,0,0,0,208459,201331,191671,7536,7277,7100,7120,6844,6945,1
467,220000,1,1,2,3,0,0,0,0,0,0,212795,218541,165300,8909,7500,9000,6729,6000,7009,1
468,230000,1,2,2,2,0,0,0,0,0,0,28114,22046,19831,1610,1224,655,627,620,500,0
469,500000,1,2,1,3,0,0,0,-1,0,0,59372,42568,51481,10026,7241,50091,25000,5078,2132,0
470,90000,2,1,1,4,-1,-1,-1,-1,-1,-1,6160,307,670,3276,6246,307,2870,670,1362,0
471,390000,2,3,2,3,0,0,0,0,0,0,355215,252195,263018,13802,16525,8893,9229,10000,9435,1
472,400000,2,2,2,4,0,0,0,0,0,0,366193,195991,155182,14020,13595,6243,6007,6061,6012,0
473,180000,1,2,1,3,-1,-1,-1,-1,-1,-1,2927,2144,1382,2790,1140,2144,1180,1382,2440,0
474,60000,1,3,1,3,1,2,2,0,0,2,29295,32193,35002,1800,1500,2000,2700,1500,0,0
475,120000,2,2,1,2,-1,-1,-1,-1,-1,-1,4158,6440,5930,2682,0,6440,0,5930,5120,0
476,60000,2,2,2,2,0,0,0,0,0,0,27199,29614,23159,1900,1400,1000,1100,1000,420,0
477,50000,1,1,2,4,0,0,0,0,0,0,50893,28513,29638,1800,1500,1200,1203,1166,1000,0
478,70000,2,2,1,3,0,0,0,2,0,0,66759,71248,50809,2518,5950,0,1782,1985,2700,0
479,500000,2,1,1,3,-1,2,-1,-1,-1,0,600,300,450,0,501,300,600,300,600,0
480,200000,1,1,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
481,250000,2,2,1,4,0,0,0,0,-1,2,44930,0,919,120041,4435,0,1069,0,67619,0
482,140000,1,2,2,1,0,0,2,2,2,2,131367,144035,130271,17000,0,11400,550,5300,5400,1
483,70000,2,2,2,2,0,0,0,0,-1,2,41264,37876,4162,2112,1200,758,6736,0,0,0
484,90000,1,3,1,5,1,2,2,2,2,2,77604,67009,59378,1700,4000,1600,1600,1500,4086,0
485,100000,2,2,1,4,-1,-1,-1,-1,-1,-1,2491,556,2562,1709,574,556,2306,2562,2111,0
486,190000,1,2,1,2,0,0,0,0,0,0,177554,130139,117465,7600,6303,4137,3502,4027,3517,0
487,230000,2,1,1,4,-1,-1,-1,-1,-1,-1,6865,0,6992,15111,13165,0,10500,6992,0,0
488,320000,1,2,1,4,0,0,0,0,0,0,93768,91193,95323,3317,3506,4218,5000,6080,938,0
489,220000,2,2,1,3,-1,-1,-1,0,-1,-1,396,396,396,1648,792,0,396,396,792,1
490,260000,2,1,1,3,-1,-1,-1,-1,-1,-1,16426,3885,2514,6277,4663,4140,4414,2646,7725,0
491,90000,2,2,2,2,-2,-2,-2,-2,-2,-2,573,0,0,157,0,0,0,0,0,0
492,30000,2,2,1,4,2,2,2,2,2,0,28703,24368,19633,1300,2,1608,0,900,800,0
493,260000,1,2,2,2,0,0,0,2,0,0,98560,108724,69174,4000,11900,207,2003,2003,2003,0
494,170000,2,2,2,2,0,0,-1,-1,-2,-2,28304,0,0,4000,308,0,0,0,0,0
495,80000,2,1,1,2,0,0,0,0,0,0,8574,10040,10490,1203,1047,248,408,294,276,1
496,50000,1,1,1,4,-1,-1,-1,-1,-1,-1,508,390,320,1000,390,1000,220,640,1000,0
497,200000,2,3,2,5,0,0,0,0,0,0,203183,196814,198717,7521,7000,7000,7128,8000,7100,0
498,20000,1,2,2,1,0,0,2,0,0,0,16440,18848,19664,7403,0,820,1025,1113,104,0
499,250000,2,1,1,5,-1,-1,-2,-1,-1,-1,66,120,1639,0,0,120,6,1645,0,0
500,20000,1,1,1,3,0,0,0,2,2,0,15912,20705,19933,1623,3916,750,0,800,850,0
501,30000,2,2,1,3,0,0,0,0,2,2,20344,24161,24576,2000,1500,2000,1500,0,1200,0
502,90000,2,2,1,3,1,2,2,2,2,2,23132,27320,30548,0,6000,0,4500,0,2000,0
503,230000,2,4,2,5,0,0,0,0,0,0,221590,186635,193351,10000,9000,8000,8000,7500,7000,0
504,130000,2,1,1,3,0,0,0,0,0,0,19161,22304,0,2000,3000,0,0,0,0,1
505,30000,1,4,1,6,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0
506,160000,1,1,2,3,-1,-1,-1,-1,-1,-1,396,0,1220,396,396,0,793,1220,0,0
507,500000,2,2,2,4,-1,-1,-1,0,0,-1,3959,249445,200,0,285138,4989,100,200,528666,0
508,180000,2,2,2,2,0,0,0,0,0,2,42238,35813,34661,2500,2000,1128,2500,0,2000,0
509,80000,2,2,1,2,0,0,0,0,0,2,21507,10914,5515,1700,1400,200,1000,0,500,0
510,120000,1,1,2,1,-1,-1,-2,-1,-1,-2,884,10446,0,0,0,10446,0,0,0,0
511,130000,1,2,1,2,-1,-1,-1,-1,-1,2,1261,1411,390,1261,1261,1411,930,0,780,0
512,120000,2,2,2,3,-1,-1,-1,-1,-1,-1,240,240,240,240,240,240,240,240,240,1
513,360000,1,1,2,2,-1,-1,-1,-1,-1,-1,20223,1743,50537,53228,3997,1750,2853,51041,3219,0
514,50000,1,2,2,1,2,2,2,2,2,2,29509,31924,33081,2000,1500,1300,1300,1200,1500,1
515,20000,2,2,2,1,0,0,2,0,0,0,18355,16467,13246,2900,10,577,430,1017,4,0
516,100000,1,3,1,7,0,0,-1,0,0,0,94265,78762,80335,2385,88678,2169,2634,3132,732,0
517,70000,1,3,1,2,0,0,0,0,0,0,68739,68392,71284,3060,3300,2610,2750,2750,5500,0
